encoder,dataset,1-NN,1-NN-std,SVM,SVM-std,RIDGE,RIDGE-std,1-LP,1-LP-std,concatenate-supervised-1-LP,concatenate-supervised-1-LP-std
fcn,ProximalPhalanxTW,0.736585365853659,0.011123662683894,0.783414634146341,0.018147390475842,0.817560975609756,0.010044517210719,0.814634146341463,0.010232281445563,0.775609756097561,0.006170297873499
fcn,RefrigerationDevices,0.454933333333333,0.009480740711803,0.541333333333333,0.008088400473655,0.491733333333333,0.034793613717974,0.500266666666667,0.012462209541918,0.506133333333333,0.006173779681488
fcn,ScreenType,0.499733333333333,0.009629584045476,0.554666666666667,0.015365184310281,0.5552,0.023087851543374,0.538133333333333,0.012324501342178,0.638933333333333,0.009175813618179
fcn,ShapeletSim,0.76,0.079922802259353,0.851111111111111,0.118238094172649,0.993333333333333,0.01077262190537,0.884444444444445,0.090975508846483,0.872222222222222,0.009938079899999
fcn,ShapesAll,0.787333333333333,0.008666666666667,0.832333333333333,0.005734883511362,0.829666666666667,0.009153020145164,0.788333333333333,0.007673909622148,0.892333333333333,0.002708012801545
fcn,SmallKitchenAppliances,0.6608,0.022463402334563,0.7296,0.023527194666787,0.754133333333333,0.006618492611195,0.757333333333333,0.002385139176,0.7888,0.004888080741286
fcn,SonyAIBORobotSurface1,0.86955074875208,0.030996688245444,0.864559068219634,0.028091726576247,0.847587354409318,0.021297836938436,0.832945091514143,0.019760443047326,0.931447587354409,0.006932667772379
fcn,SonyAIBORobotSurface2,0.880587618048268,0.01632895165912,0.87890870933893,0.016372050253802,0.936411332633788,0.019838492840456,0.959286463798531,0.009717386696991,0.978593913955928,0.003154941527465
fcn,StarLightCurves,0.952768334142788,0.00197281165727,0.969694026226324,0.003019970221733,0.966901408450704,0.001210777160011,0.957795046138902,0.008514036990335,0.962190383681399,0.001615546127099
fcn,Strawberry,0.913513513513514,0.007644397634449,0.955135135135135,0.002162162162162,0.951891891891892,0.004649905549753,0.875675675675676,0.00981940655383,0.975675675675676,0.001709339275767
fcn,SwedishLeaf,0.91872,0.009883804935348,0.9296,0.005813088679867,0.9392,0.013309845979575,0.91808,0.008057394119689,0.96864,0.004122911592552
fcn,Symbols,0.904120603015075,0.028993537844431,0.904120603015075,0.037607819965031,0.914170854271357,0.033841749489124,0.911959798994975,0.030712357575671,0.965226130653266,0.005226130653266
fcn,SyntheticControl,0.982,0.002666666666667,0.982666666666666,0.002494438257849,0.988666666666667,0.001632993161855,0.986666666666667,0.00298142397,0.987333333333333,0.004422166387141
fcn,ToeSegmentation1,0.878070175438596,0.020459480332791,0.893859649122807,0.024404259198673,0.941228070175438,0.012280701754386,0.914035087719298,0.021947361409117,0.957017543859649,0.003282155602433
fcn,ToeSegmentation2,0.872307692307692,0.010434353820193,0.855384615384615,0.015689290811055,0.853846153846154,0.020059084323701,0.829230769230769,0.020293701474266,0.9,0.004865042554105
fcn,Trace,0.876,0.016248076809272,0.998,0.004,0.994,0.008,0.724,0.008,1,0
fcn,TwoLeadECG,0.860403863037752,0.041859602467036,0.90324846356453,0.06591720017176,0.990693590869184,0.005624448596329,0.954170324846356,0.021694040683379,1,0
fcn,TwoPatterns,0.84195,0.006167252224451,0.88025,0.005493177586789,0.8111,0.00321169737055,0.8756,0.006254198589748,0.87315,0.001270826502714
fcn,UWaveGestureLibraryAll,0.682356225572306,0.00514589052261,0.779676158570631,0.001612454391758,0.755834729201563,0.003306057251388,0.734394193188163,0.006930257330799,0.814405360134003,0.003034657340413
fcn,UWaveGestureLibraryX,0.667671691792295,0.002071159909658,0.741596873255165,0.003151572482785,0.698771635957566,0.0032461065,0.705304299274148,0.004779009252157,0.750642099385818,0.001438760326826
fcn,UWaveGestureLibraryY,0.599050809603573,0.003726314620539,0.650865438302624,0.004801786711334,0.608096035734227,0.00304491305515,0.613735343383585,0.005406462730055,0.644500279173646,0.00518572092507
fcn,UWaveGestureLibraryZ,0.62479754258587,0.007550335488912,0.698687517453225,0.005984069359834,0.663781066741134,0.007682211165171,0.67092990784697,0.008859980596697,0.725886623848087,0.002550837698223
fcn,Wafer,0.9840038935756,0.00198056359014,0.990168721609345,0.000629160267024,0.985691109669046,0.001463331899258,0.971641791044776,0.005737063233044,0.996950032446464,0.00023843183739
fcn,Wine,0.637037037037037,0.135375310240719,0.811111111111111,0.060178062256563,0.733333333333333,0.084131975493337,0.5,0,0.696296296296296,0.081649658092773
fcn,WordSynonyms,0.403134796238245,0.007378434041342,0.450783699059561,0.004607190738777,0.41128526645768,0.007716948981248,0.3858934169279,0.00899855805292,0.551724137931034,0.011346057097714
fcn,Worms,0.612987012987013,0.045287261751072,0.763636363636364,0.033262983051599,0.620779220779221,0.047469264629863,0.667532467532468,0.061794167549976,0.774025974025974,0.022643630875536
fcn,WormsTwoClass,0.703896103896104,0.034262093398112,0.805194805194805,0.014226559935199,0.776623376623377,0.044536177141512,0.677922077922078,0.113634508333649,0.735064935064935,0.013244206528813
fcn,Yoga,0.762266666666667,0.01955436865085,0.8148,0.026110534272588,0.751733333333333,0.043798224215651,0.5976,0.026256343148953,0.8464,0.004649492206443
